year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2005,2,MI,5818714001.0,9246494.53,629.288643618,2005-02-01,1
2005,3,MI,5843017412.25,9581438.95,609.826712119,2005-03-01,1
2005,4,MI,5596463673.25,8882253.28,630.072516155,2005-04-01,2
2005,5,MI,5337729800.49,9118137.35,585.396950671,2005-05-01,2
2005,6,MI,7070824110.37,11247044.84,628.682841667,2005-06-01,2
2005,7,MI,7531060249.12,11767825.75,639.970408222,2005-07-01,3
2005,8,MI,7525609477.46,12066789.54,623.662943032,2005-08-01,3
2005,9,MI,6150310307.9,9904202.32,620.979873915,2005-09-01,3
2005,10,MI,5943920680.8,9830370.72,604.648680106,2005-10-01,4
2005,11,MI,5716307705.29,9332699.64,612.503126189,2005-11-01,4
2005,12,MI,6486401383.86,10617873.32,610.894591447,2005-12-01,4
2006,1,MI,5841984075.9,9546259.45,611.965776386,2006-01-01,1
2006,2,MI,5725935882.78,9339073.4,613.116059542,2006-02-01,1
2006,3,MI,5722826486.36,9276021.65,616.948375316,2006-03-01,1
2006,4,MI,5420963484.28,7084231.82,765.215428012,2006-04-01,2
2006,5,MI,6276245261.57,9146896.91,686.161145504,2006-05-01,2
2006,6,MI,5888477899.39,9435806.89,624.056635329,2006-06-01,2
2006,7,MI,7308832603.24,11212775.17,651.830835135,2006-07-01,3
2006,8,MI,7164601135.33,11291290.17,634.524578455,2006-08-01,3
2006,9,MI,5605738828.1,8738131.18,641.526055471,2006-09-01,3
2006,10,MI,5515442168.36,8768222.09,629.026285118,2006-10-01,4
2006,11,MI,5465596355.12,8921958.03,612.600545389,2006-11-01,4
2006,12,MI,5900514028.4,9796071.75,602.334709155,2006-12-01,4
2007,1,MI,6267691415.33,10353504.96,605.369045512,2007-01-01,1
2007,2,MI,6132873749.92,9980027.78,614.514697265,2007-02-01,1
2007,3,MI,5438088649.81,9414443.36,577.632520784,2007-03-01,1
2007,4,MI,5555185747.85,9635242.57,576.548613851,2007-04-01,2
2007,5,MI,5966256054.3,9765412.45,610.957917533,2007-05-01,2
2007,6,MI,6358617279.74,10197597.97,623.540690509,2007-06-01,2
2007,7,MI,6982264374.37,10813153.44,645.719531598,2007-07-01,3
2007,8,MI,7505263766.93,11737388.29,639.432178734,2007-08-01,3
2007,9,MI,6568296366.92,9386960.11,699.725607646,2007-09-01,3
2007,10,MI,6634247404.51,8584965.35,772.775093904,2007-10-01,4
2007,11,MI,6127317054.27,9155456.46,669.253038452,2007-11-01,4
2007,12,MI,6175146301.79,10285783.51,600.357405519,2007-12-01,4
2008,1,MI,6803185823.4,10985740.46,619.27421717,2008-01-01,1
2008,2,MI,5697182092.37,9263783.56,614.995164284,2008-02-01,1
2008,3,MI,5959681159.8,9990268.54,596.548644907,2008-03-01,1
2008,4,MI,5657648775.14,8699255.06,650.360144187,2008-04-01,2
2008,5,MI,5607741047.14,9213443.15,608.647707034,2008-05-01,2
2008,6,MI,6589327942.99,10469804.62,629.364938712,2008-06-01,2
2008,7,MI,6948972288.13,10894983.92,637.813909516,2008-07-01,3
2008,8,MI,6609605698.39,10212085.39,647.233688906,2008-08-01,3
2008,9,MI,5855729913.8,9146168.0,640.238612914,2008-09-01,3
2008,10,MI,5467216537.68,8195481.68,667.101306689,2008-10-01,4
2008,11,MI,5767863994.39,8630521.71,668.310003521,2008-11-01,4
2008,12,MI,6075881187.64,9288269.77,654.145641556,2008-12-01,4
2009,1,MI,6518644419.6,9718453.42,670.749155023,2009-01-01,1
2009,2,MI,5286225903.27,8036625.36,657.76686936,2009-02-01,1
2009,3,MI,5432010970.65,8043070.36,675.365342776,2009-03-01,1
2009,4,MI,5508596675.63,6429341.22,856.790219579,2009-04-01,2
2009,5,MI,4743982784.42,7267321.18,652.782871008,2009-05-01,2
2009,6,MI,6221590830.39,9019609.38,689.784952792,2009-06-01,2
2009,7,MI,6616915439.26,9249761.32,715.360668275,2009-07-01,3
2009,8,MI,6575011896.29,9510085.12,691.372560111,2009-08-01,3
2009,9,MI,5763311258.34,8670585.65,664.696883346,2009-09-01,3
2009,10,MI,5545936644.31,7908527.74,701.260313757,2009-10-01,4
2009,11,MI,5375988587.52,7957140.03,675.618195388,2009-11-01,4
2009,12,MI,6031706537.13,9392084.49,642.211698963,2009-12-01,4
2010,1,MI,6074452844.92,10051827.17,604.31329968,2010-01-01,1
2010,2,MI,5396360712.28,8777342.65,614.805747874,2010-02-01,1
2010,3,MI,5472248836.8,8260489.54,662.46059756,2010-03-01,1
2010,4,MI,5126288415.66,8535877.62,600.557862223,2010-04-01,2
2010,5,MI,5396500232.1,9165482.61,588.785169502,2010-05-01,2
2010,6,MI,6475457591.28,10046098.67,644.57435707,2010-06-01,2
2010,7,MI,7330108878.1,11594199.6,632.222070603,2010-07-01,3
2010,8,MI,7456446408.9,11653786.58,639.830355371,2010-08-01,3
2010,9,MI,5791787340.86,9300979.28,622.707261946,2010-09-01,3
2010,10,MI,5640129194.41,7965616.42,708.05935122,2010-10-01,4
2010,11,MI,5219739866.38,7265821.08,718.396421947,2010-11-01,4
2010,12,MI,5447482746.03,8933850.13,609.757570002,2010-12-01,4
2011,1,MI,5612911250.79,9275262.46,605.148509273,2011-01-01,1
2011,2,MI,4696889702.88,7833799.34,599.567272409,2011-02-01,1
2011,3,MI,5001133874.74,8853092.48,564.902477415,2011-03-01,1
2011,4,MI,4853135408.11,8715549.26,556.836438339,2011-04-01,2
2011,5,MI,5113821026.8,9027368.15,566.479724969,2011-05-01,2
2011,6,MI,5964472386.87,9660350.52,617.417802234,2011-06-01,2
2011,7,MI,7022204489.81,11433670.34,614.168878496,2011-07-01,3
2011,8,MI,6363696742.49,10387553.72,612.627083722,2011-08-01,3
2011,9,MI,5372486818.91,8289787.08,648.085019201,2011-09-01,3
2011,10,MI,5047897638.41,8075031.1,625.124234928,2011-10-01,4
2011,11,MI,4738506730.94,8546165.12,554.460002166,2011-11-01,4
2011,12,MI,4996463444.91,9071877.38,550.763996869,2011-12-01,4
2012,1,MI,5023614176.8,9400465.89,534.400553715,2012-01-01,1
2012,2,MI,4655178707.22,8936876.09,520.895518785,2012-02-01,1
2012,3,MI,4789568724.3,8928479.78,536.437203457,2012-03-01,1
2012,4,MI,4862429225.22,7511433.6,647.337044319,2012-04-01,2
2012,5,MI,5479027507.49,9640759.42,568.31907828,2012-05-01,2
2012,6,MI,5783845677.46,9705028.09,595.963826568,2012-06-01,2
2012,7,MI,7328628159.5,11199730.35,654.357554197,2012-07-01,3
2012,8,MI,6442337158.72,9932230.32,648.629456945,2012-08-01,3
2012,9,MI,5107035612.49,8450510.34,604.346413058,2012-09-01,3
2012,10,MI,4675891441.76,8268897.26,565.479446017,2012-10-01,4
2012,11,MI,5019383270.39,8012815.75,626.419404488,2012-11-01,4
2012,12,MI,5085979111.85,8170822.85,622.456171822,2012-12-01,4
2013,1,MI,5480316691.77,9176982.41,597.180690441,2013-01-01,1
2013,2,MI,5254080711.85,8446020.69,622.077651085,2013-02-01,1
2013,3,MI,5042689838.96,8795595.39,573.319896535,2013-03-01,1
2013,4,MI,4369722257.09,7542196.71,579.369966749,2013-04-01,2
2013,5,MI,5081948957.72,7883188.43,644.656537497,2013-05-01,2
2013,6,MI,5594668001.26,8755853.06,638.963212713,2013-06-01,2
2013,7,MI,6333434107.97,9827287.9,644.4742611,2013-07-01,3
2013,8,MI,6134706887.45,9725458.33,630.788460481,2013-08-01,3
2013,9,MI,5283735030.81,8359972.89,632.027770943,2013-09-01,3
2013,10,MI,5134754299.49,8227667.52,624.083835061,2013-10-01,4
2013,11,MI,5215604333.73,8866866.1,588.21282231,2013-11-01,4
2013,12,MI,5688458348.12,9810711.23,579.821198969,2013-12-01,4
2014,1,MI,5826569626.85,9968676.53,584.487781233,2014-01-01,1
2014,2,MI,5315796076.68,8302629.74,640.254502868,2014-02-01,1
2014,3,MI,5563005334.02,8730767.98,637.172508393,2014-03-01,1
2014,4,MI,3926396222.27,7835121.75,501.127659219,2014-04-01,2
2014,5,MI,4658419120.47,8928864.84,521.725796498,2014-05-01,2
2014,6,MI,5401470817.76,9145005.18,590.647103139,2014-06-01,2
2014,7,MI,5871710722.41,9611131.85,610.928121063,2014-07-01,3
2014,8,MI,6338585593.63,10105634.02,627.232846656,2014-08-01,3
2014,9,MI,5130519277.88,8456108.58,606.723438961,2014-09-01,3
2014,10,MI,4826954395.55,8310981.33,580.792352177,2014-10-01,4
2014,11,MI,4702055365.78,8335448.36,564.103472627,2014-11-01,4
2014,12,MI,4796393235.38,9156021.92,523.851218061,2014-12-01,4
2015,1,MI,5324629500.93,10127643.62,525.752060471,2015-01-01,1
2015,2,MI,5210356492.33,9764587.74,533.597181066,2015-02-01,1
2015,3,MI,5276078258.21,9618133.87,548.555294564,2015-03-01,1
2015,4,MI,4903777005.75,8625765.63,568.503390435,2015-04-01,2
2015,5,MI,5198146213.72,9573057.58,542.997487509,2015-05-01,2
2015,6,MI,5566151968.15,9214345.41,604.074594611,2015-06-01,2
2015,7,MI,6336657936.69,10057637.64,630.034423937,2015-07-01,3
2015,8,MI,6118054928.17,10339346.03,591.725522139,2015-08-01,3
2015,9,MI,5463847178.58,8893133.36,614.389434792,2015-09-01,3
2015,10,MI,4981892400.72,8625780.14,577.558472378,2015-10-01,4
2015,11,MI,4967270579.45,8985814.47,552.790244673,2015-11-01,4
2015,12,MI,4995084336.87,9259252.96,539.469475394,2015-12-01,4
2016,1,MI,5420341864.4,10526531.47,514.921926548,2016-01-01,1
2016,2,MI,4608345000.6,9437436.67,488.304733768,2016-02-01,1
2016,3,MI,4275843258.62,9019922.72,474.044334009,2016-03-01,1
2016,4,MI,3851811061.73,8109422.08,474.979724046,2016-04-01,2
2016,5,MI,4409612283.47,9230081.36,477.743598511,2016-05-01,2
2016,6,MI,5338361688.84,10178340.55,524.482518797,2016-06-01,2
2016,7,MI,5947532891.67,10602359.07,560.963164179,2016-07-01,3
2016,8,MI,6160523446.22,11197996.86,550.145130708,2016-08-01,3
2016,9,MI,4809447054.8,9265510.28,519.069852546,2016-09-01,3
2016,10,MI,4052790182.8,8072289.56,502.062042333,2016-10-01,4
2016,11,MI,4399263007.35,8226770.32,534.749705684,2016-11-01,4
2016,12,MI,4608875258.77,8862875.05,520.0203357,2016-12-01,4
2017,1,MI,4904275488.57,9548724.15,513.605316431,2017-01-01,1
2017,2,MI,3951414100.68,8237243.79,479.70100211,2017-02-01,1
2017,3,MI,4648750691.62,9358663.27,496.73233853,2017-03-01,1
2017,4,MI,4675695401.39,8545527.52,547.151172405,2017-04-01,2
2017,5,MI,5050614169.24,9582721.43,527.054261792,2017-05-01,2
2017,6,MI,5118871088.56,9930992.95,515.444036093,2017-06-01,2
2001,1,MN,3191261328.18,4332835.0,736.529622795,2001-01-01,1
2001,2,MN,3035070596.62,3840229.0,790.335835863,2001-02-01,1
2001,3,MN,2783923786.21,3662516.0,760.112388919,2001-03-01,1
2001,4,MN,2461085743.77,3666583.0,671.220518879,2001-04-01,2
2001,5,MN,2356632257.93,3413870.0,690.311071579,2001-05-01,2
2001,6,MN,2971148133.27,4115424.0,721.954319474,2001-06-01,2
2001,7,MN,3289225894.89,4516024.0,728.345530248,2001-07-01,3
2001,8,MN,3495431441.12,4325689.0,808.063511066,2001-08-01,3
2001,9,MN,2981298386.5,3970185.0,750.921779842,2001-09-01,3
2001,10,MN,2999292355.62,4264238.0,703.359511271,2001-10-01,4
2001,11,MN,3198356039.53,3998365.0,799.915975538,2001-11-01,4
2001,12,MN,3362791626.16,4417265.0,761.283650894,2001-12-01,4
2002,1,MN,3405225622.9,4583320.0,742.960479064,2002-01-01,1
2002,2,MN,3233200312.31,4046797.0,798.952928035,2002-02-01,1
2002,3,MN,3125426789.46,4344764.0,719.354788766,2002-03-01,1
2002,4,MN,2729746475.5,4018887.0,679.229467137,2002-04-01,2
2002,5,MN,2614550651.34,3887967.0,672.472439025,2002-05-01,2
2002,6,MN,3185027130.78,4320359.0,737.213534982,2002-06-01,2
2002,7,MN,3832876110.05,4944683.0,775.151027892,2002-07-01,3
2002,8,MN,3529344016.46,4677292.0,754.569955533,2002-08-01,3
2002,9,MN,3178127088.85,4355161.0,729.7381403,2002-09-01,3
2002,10,MN,3252550693.15,4501560.0,722.538562886,2002-10-01,4
2002,11,MN,3341174599.9,4333364.0,771.03483573,2002-11-01,4
2002,12,MN,3626427134.45,4763810.0,761.245124061,2002-12-01,4
2003,1,MN,3558523761.58,4770664.0,745.917918675,2003-01-01,1
2003,2,MN,3362921496.88,4466152.0,752.97963367,2003-02-01,1
2003,3,MN,3082528906.86,4314990.0,714.376836763,2003-03-01,1
2003,4,MN,3084811140.72,4130477.0,746.841379511,2003-04-01,2
2003,5,MN,3379668867.72,4191571.0,806.301233528,2003-05-01,2
2003,6,MN,3319875437.21,4373819.0,759.033567051,2003-06-01,2
2003,7,MN,3734889129.43,5040670.0,740.950931014,2003-07-01,3
2003,8,MN,3807207365.07,5109945.0,745.058384204,2003-08-01,3
2003,9,MN,3446190888.51,4428908.0,778.112999527,2003-09-01,3
2003,10,MN,3452133889.97,4591314.0,751.883641583,2003-10-01,4
2003,11,MN,3449348383.6,4713386.0,731.819626825,2003-11-01,4
2003,12,MN,3678658359.17,4919096.0,747.832195015,2003-12-01,4
2004,1,MN,3909000904.04,5062681.55,772.120637143,2004-01-01,1
2004,2,MN,3268902845.98,4326062.0,755.630142605,2004-02-01,1
2004,3,MN,2994626647.72,4216183.84,710.26946674,2004-03-01,1
2004,4,MN,2719121946.0,3877698.71,701.22053036,2004-04-01,2
2004,5,MN,2783754258.72,4052876.29,686.858926731,2004-05-01,2
2004,6,MN,3158734065.1,4262550.14,741.043263153,2004-06-01,2
2004,7,MN,3458570909.97,4660586.12,742.089261077,2004-07-01,3
2004,8,MN,3334804315.06,4513679.83,738.821635708,2004-08-01,3
2004,9,MN,3336040204.41,4330075.85,770.43458821,2004-09-01,3
2004,10,MN,3393837330.45,4311926.18,787.081501115,2004-10-01,4
2004,11,MN,3108401742.3,4052365.17,767.05864647,2004-11-01,4
2004,12,MN,3346440584.42,4697440.95,712.39651973,2004-12-01,4
2005,1,MN,3701673466.6,5010709.28,738.752392076,2005-01-01,1
2005,2,MN,3125296568.71,4115821.13,759.337315689,2005-02-01,1
2005,3,MN,3625888896.65,4505154.15,804.831261245,2005-03-01,1
2005,4,MN,2979539681.23,3940695.25,756.09492544,2005-04-01,2
2005,5,MN,3112038855.04,4152117.75,749.506406711,2005-05-01,2
2005,6,MN,3439903280.94,4735796.81,726.36209258,2005-06-01,2
2005,7,MN,3727155002.11,4914776.58,758.356955081,2005-07-01,3
2005,8,MN,3632991190.1,4786639.81,758.98570486,2005-08-01,3
2005,9,MN,2935287890.5,4069179.19,721.346432153,2005-09-01,3
2005,10,MN,2483671260.47,3851294.75,644.89254178,2005-10-01,4
2005,11,MN,2733063873.24,4222498.68,647.26222087,2005-11-01,4
2005,12,MN,3464466194.08,4714311.52,734.882745737,2005-12-01,4
2006,1,MN,3243244946.92,4607833.83,703.85458039,2006-01-01,1
2006,2,MN,3250059114.51,4307684.32,754.479407747,2006-02-01,1
2006,3,MN,3178478274.56,4574817.18,694.777113379,2006-03-01,1
2006,4,MN,2895929779.33,4143143.9,698.969152225,2006-04-01,2
2006,5,MN,2983026536.62,3967000.79,751.960156939,2006-05-01,2
2006,6,MN,3122071102.97,4316209.25,723.336363492,2006-06-01,2
2006,7,MN,3756703104.49,5213365.26,720.590811719,2006-07-01,3
2006,8,MN,3254980384.23,4627314.74,703.427488105,2006-08-01,3
2006,9,MN,2665477673.02,3976972.43,670.227847925,2006-09-01,3
2006,10,MN,2939371482.0,4460054.67,659.043823334,2006-10-01,4
2006,11,MN,3214450907.72,4430146.57,725.585679149,2006-11-01,4
2006,12,MN,3312927997.32,4613246.17,718.1337989,2006-12-01,4
2007,1,MN,3583078314.56,4836560.71,740.831869875,2007-01-01,1
2007,2,MN,3281608308.43,4665495.35,703.378325827,2007-02-01,1
2007,3,MN,3265082010.73,4411586.18,740.11520517,2007-03-01,1
2007,4,MN,2958433445.41,3782637.05,782.108726346,2007-04-01,2
2007,5,MN,2851029967.77,4163382.7,684.786908436,2007-05-01,2
2007,6,MN,3153920152.59,4569843.94,690.159268895,2007-06-01,2
2007,7,MN,3556674406.26,4914628.13,723.691459899,2007-07-01,3
2007,8,MN,3508703593.5,4956998.3,707.828282592,2007-08-01,3
2007,9,MN,2913741473.24,4394842.08,662.991165598,2007-09-01,3
2007,10,MN,2598765783.56,4249568.2,611.536434116,2007-10-01,4
2007,11,MN,2750204162.69,4447955.74,618.307448062,2007-11-01,4
2007,12,MN,3455332910.1,5084148.09,679.628690772,2007-12-01,4
2008,1,MN,3599163520.74,5257321.97,684.600171204,2008-01-01,1
2008,2,MN,3618666144.08,4847075.84,746.566850516,2008-02-01,1
2008,3,MN,3066971577.54,4400989.41,696.882289827,2008-03-01,1
2008,4,MN,2575645941.03,4255969.21,605.184345548,2008-04-01,2
2008,5,MN,2697605406.99,4436894.47,607.994042958,2008-05-01,2
2008,6,MN,2974685802.22,4462450.85,666.603600176,2008-06-01,2
2008,7,MN,3469722426.77,4917333.45,705.610563539,2008-07-01,3
2008,8,MN,3294381111.61,4731184.27,696.312154336,2008-08-01,3
2008,9,MN,2922325907.98,4003809.38,729.886373357,2008-09-01,3
2008,10,MN,2562304848.75,3788749.51,676.29302016,2008-10-01,4
2008,11,MN,2724643642.45,4371772.72,623.235428043,2008-11-01,4
2008,12,MN,3258249120.81,5289808.84,615.94836777,2008-12-01,4
2009,1,MN,3350356895.93,5161516.12,649.103251455,2009-01-01,1
2009,2,MN,2991371007.37,4663185.79,641.486559206,2009-02-01,1
2009,3,MN,2952216907.74,4571296.68,645.816081169,2009-03-01,1
2009,4,MN,2558699559.49,3977368.7,643.314651592,2009-04-01,2
2009,5,MN,2321962279.27,3919323.23,592.439598117,2009-05-01,2
2009,6,MN,2545991243.3,4220808.62,603.199877681,2009-06-01,2
2009,7,MN,2788096444.24,4394742.38,634.416355537,2009-07-01,3
2009,8,MN,2694799254.35,4465113.14,603.523173962,2009-08-01,3
2009,9,MN,2517260848.62,4086289.26,616.026103013,2009-09-01,3
2009,10,MN,2526316547.74,3937989.67,641.524422216,2009-10-01,4
2009,11,MN,2556431185.73,4017631.83,636.302999852,2009-11-01,4
2009,12,MN,3094746955.72,5076583.45,609.612150809,2009-12-01,4
2010,1,MN,3071514970.19,4984265.15,616.242290038,2010-01-01,1
2010,2,MN,2773874912.76,4395043.83,631.137030723,2010-02-01,1
2010,3,MN,2416050556.68,4311355.78,560.392294204,2010-03-01,1
2010,4,MN,2323683699.21,3986583.46,582.875969491,2010-04-01,2
2010,5,MN,2851466759.84,4535986.58,628.632097902,2010-05-01,2
2010,6,MN,2876457685.35,4632568.01,620.920767735,2010-06-01,2
2010,7,MN,3314095072.55,5296378.16,625.72855873,2010-07-01,3
2010,8,MN,3207435615.47,5236041.13,612.568835087,2010-08-01,3
2010,9,MN,1987625546.6,3693284.96,538.17281042,2010-09-01,3
2010,10,MN,1647942875.16,3580494.23,460.255699159,2010-10-01,4
2010,11,MN,2177033065.83,3896087.92,558.774111502,2010-11-01,4
2010,12,MN,3064771991.29,5122137.82,598.338447537,2010-12-01,4
2011,1,MN,3175474697.49,5168137.01,614.433148994,2011-01-01,1
2011,2,MN,2498274166.03,4537854.45,550.54083236,2011-02-01,1
2011,3,MN,3000676607.47,4665212.7,643.202529109,2011-03-01,1
2011,4,MN,2147453835.54,3746555.79,573.180797487,2011-04-01,2
2011,5,MN,2600939854.47,3901828.01,666.595208145,2011-05-01,2
2011,6,MN,2579189818.82,4250543.82,606.790549172,2011-06-01,2
2011,7,MN,3376517981.89,5405544.71,624.63972884,2011-07-01,3
2011,8,MN,3140554523.96,4971395.29,631.724966686,2011-08-01,3
2011,9,MN,2222934211.26,3921970.98,566.790071266,2011-09-01,3
2011,10,MN,2160236055.4,3967546.6,544.476542608,2011-10-01,4
2011,11,MN,2217218091.18,4149007.22,534.397260263,2011-11-01,4
2011,12,MN,2362734259.08,4434464.96,532.811574879,2011-12-01,4
2012,1,MN,2369814486.19,4713428.01,502.779395626,2012-01-01,1
2012,2,MN,2267566986.73,4298222.89,527.559190103,2012-02-01,1
2012,3,MN,1879592512.76,3884550.17,483.863621398,2012-03-01,1
2012,4,MN,1768148355.74,3901530.06,453.193574968,2012-04-01,2
2012,5,MN,1676973586.22,3890151.56,431.081812715,2012-05-01,2
2012,6,MN,2183761544.31,4526546.94,482.434308813,2012-06-01,2
2012,7,MN,3083461801.68,5527139.51,557.876600745,2012-07-01,3
2012,8,MN,2668986180.93,4548144.97,586.829619226,2012-08-01,3
2012,9,MN,2160672619.92,4083824.25,529.080706623,2012-09-01,3
2012,10,MN,2172875116.87,4353168.08,499.147994504,2012-10-01,4
2012,11,MN,2263441814.73,4177356.29,541.835950204,2012-11-01,4
2012,12,MN,2946714107.45,4850370.48,607.523511781,2012-12-01,4
2013,1,MN,2730413000.51,5104554.16,534.8974494,2013-01-01,1
2013,2,MN,2288677854.63,4321338.46,529.622448187,2013-02-01,1
2013,3,MN,2331610811.52,4250195.88,548.589024449,2013-03-01,1
2013,4,MN,1926755884.87,3870215.36,497.842033492,2013-04-01,2
2013,5,MN,1837272671.05,3653979.66,502.814148411,2013-05-01,2
2013,6,MN,2007881971.77,3666471.0,547.633397828,2013-06-01,2
2013,7,MN,2677799212.54,4441422.8,602.914726456,2013-07-01,3
2013,8,MN,2703030522.03,4623199.08,584.666694049,2013-08-01,3
2013,9,MN,2161611352.85,4140973.88,522.005551229,2013-09-01,3
2013,10,MN,2273906159.51,4056275.9,560.58961855,2013-10-01,4
2013,11,MN,2272056053.73,4340646.9,523.437198664,2013-11-01,4
2013,12,MN,2918710379.25,4827714.57,604.573931811,2013-12-01,4
2014,1,MN,2998019389.42,5369851.31,558.305848029,2014-01-01,1
2014,2,MN,2757319677.45,4895124.05,563.278815672,2014-02-01,1
2014,3,MN,2504011467.52,4915653.6,509.395427603,2014-03-01,1
2014,4,MN,1746915137.82,4160020.09,419.929495537,2014-04-01,2
2014,5,MN,2426483954.89,4706257.55,515.586733007,2014-05-01,2
2014,6,MN,2451975278.11,4574143.34,536.051255034,2014-06-01,2
2014,7,MN,2628814808.55,4694731.13,559.950023922,2014-07-01,3
2014,8,MN,2991806462.32,4843411.52,617.706434806,2014-08-01,3
2014,9,MN,2206588280.83,4193770.26,526.158598117,2014-09-01,3
2014,10,MN,2480216103.49,4424866.5,560.517724883,2014-10-01,4
2014,11,MN,2646132502.33,4847106.08,545.920072443,2014-11-01,4
2014,12,MN,3150858771.65,5413715.28,582.01412684,2014-12-01,4
2015,1,MN,2829351115.86,5276667.62,536.200367281,2015-01-01,1
2015,2,MN,2650136513.44,4910949.0,539.638369984,2015-02-01,1
2015,3,MN,2288652436.13,4730049.17,483.853836161,2015-03-01,1
2015,4,MN,1774407889.06,3869808.97,458.525964153,2015-04-01,2
2015,5,MN,2269305170.76,4182613.93,542.556690323,2015-05-01,2
2015,6,MN,2545943000.11,4690047.38,542.839505411,2015-06-01,2
2015,7,MN,3004533164.14,5498682.73,546.409624209,2015-07-01,3
2015,8,MN,2325871722.6,4826546.82,481.891465956,2015-08-01,3
2015,9,MN,2197890678.66,4804013.1,457.511383277,2015-09-01,3
2015,10,MN,2090160678.74,4542777.38,460.106341099,2015-10-01,4
2015,11,MN,2286277389.42,4585386.99,498.600749382,2015-11-01,4
2015,12,MN,2535099612.5,5116189.53,495.50541426,2015-12-01,4
2016,1,MN,2840831859.49,5223994.19,543.804559533,2016-01-01,1
2016,2,MN,2267558675.57,4739479.12,478.440482204,2016-02-01,1
2016,3,MN,1945962449.98,4807436.37,404.781738168,2016-03-01,1
2016,4,MN,1657541688.34,4742685.07,349.494361079,2016-04-01,2
2016,5,MN,2053837989.18,4749038.19,432.474515263,2016-05-01,2
2016,6,MN,2359876945.69,4918899.6,479.757087478,2016-06-01,2
2016,7,MN,2828794750.91,5401697.79,523.686229937,2016-07-01,3
2016,8,MN,3003461921.15,5641409.44,532.395663369,2016-08-01,3
2016,9,MN,2398999239.07,4779101.57,501.977035628,2016-09-01,3
2016,10,MN,2180721466.13,4592669.37,474.826574797,2016-10-01,4
2016,11,MN,2384367774.56,4812089.65,495.495293726,2016-11-01,4
2016,12,MN,2681446651.49,5762052.83,465.363079895,2016-12-01,4
2017,1,MN,2911896105.37,5579848.98,521.859304044,2017-01-01,1
2017,2,MN,2233538873.52,4798505.34,465.465538801,2017-02-01,1
2017,3,MN,2052615368.37,4966305.47,413.308319589,2017-03-01,1
2017,4,MN,1473709188.01,3927862.29,375.193700596,2017-04-01,2
2017,5,MN,2001044151.16,4495120.85,445.15914431,2017-05-01,2
2017,6,MN,2250431587.52,4931173.16,456.368396425,2017-06-01,2
2001,1,MS,1940612817.26,3563612.0,544.563442164,2001-01-01,1
2001,2,MS,1442173828.34,2743202.0,525.726442435,2001-02-01,1
2001,3,MS,1818142962.56,3642720.0,499.116858437,2001-03-01,1
2001,4,MS,2037264563.62,3559358.0,572.368546131,2001-04-01,2
2001,5,MS,1850164662.85,3970700.0,465.954280821,2001-05-01,2
2001,6,MS,2149596601.33,4529124.0,474.616416183,2001-06-01,2
2001,7,MS,2603162400.33,5823780.0,446.988450857,2001-07-01,3
2001,8,MS,2656644061.1,5654418.0,469.835102588,2001-08-01,3
2001,9,MS,2272591073.84,4976550.0,456.659949934,2001-09-01,3
2001,10,MS,2365542595.36,5439860.0,434.853579937,2001-10-01,4
2001,11,MS,1681214205.35,4366411.0,385.033430282,2001-11-01,4
2001,12,MS,1627847077.15,5176713.0,314.455732266,2001-12-01,4
2002,1,MS,1295898193.52,3176287.0,407.99153021,2002-01-01,1
2002,2,MS,1158516438.54,2941855.0,393.804738351,2002-02-01,1
2002,3,MS,1371325658.87,3127523.0,438.470207531,2002-03-01,1
2002,4,MS,1794411213.24,3453040.0,519.661287805,2002-04-01,2
2002,5,MS,2021973673.63,3545084.0,570.359876842,2002-05-01,2
2002,6,MS,2456177350.79,4161973.0,590.147353381,2002-06-01,2
2002,7,MS,2745321474.86,4926269.0,557.282088099,2002-07-01,3
2002,8,MS,2576659003.05,4527091.0,569.164393437,2002-08-01,3
2002,9,MS,2414678566.83,3507971.0,688.340515595,2002-09-01,3
2002,10,MS,1976180798.93,3113031.0,634.809225777,2002-10-01,4
2002,11,MS,1757209725.99,3135829.0,560.365289685,2002-11-01,4
2002,12,MS,1930294074.42,3272858.0,589.78851952,2002-12-01,4
2003,1,MS,1896760327.46,3301849.0,574.453988497,2003-01-01,1
2003,2,MS,1462170666.54,2586021.0,565.413299638,2003-02-01,1
2003,3,MS,1659811036.39,2949029.0,562.83306688,2003-03-01,1
2003,4,MS,1748145833.98,2975199.0,587.572741851,2003-04-01,2
2003,5,MS,2052024232.84,3555875.0,577.079968459,2003-05-01,2
2003,6,MS,2204047151.69,3468569.01,635.434135904,2003-06-01,2
2003,7,MS,2390304771.8,3947421.0,605.535809785,2003-07-01,3
2003,8,MS,2699230896.2,4336221.0,622.484623409,2003-08-01,3
2003,9,MS,2074629668.67,3450177.0,601.311083076,2003-09-01,3
2003,10,MS,2093321907.87,3320570.0,630.410413834,2003-10-01,4
2003,11,MS,1763730160.18,3025487.0,582.957441292,2003-11-01,4
2003,12,MS,1999626837.36,3231860.0,618.72322358,2003-12-01,4
2004,1,MS,2112283276.49,3486948.89,605.768350247,2004-01-01,1
2004,2,MS,2221779081.08,3464538.4,641.29151551,2004-02-01,1
2004,3,MS,1880538745.71,2602238.75,722.661879395,2004-03-01,1
2004,4,MS,1816065659.65,3269581.63,555.442825769,2004-04-01,2
